Age,Education Level,Occupation,Interest,Experience,Learning Style,Time Commitment,Preferred Resources,Recommended Skillc    ,,,
35,High School,Job Seeker,Blockchain,Beginner,Reading/Writing,<5 hrs/week,Free & Paid,"Ethereum Basics, Solidity, Web3.js",,,
35,High School,Job Seeker,Blockchain,Beginner,Reading/Writing,>10 hrs/week,Paid,"Ethereum Basics, Solidity, Web3.js",,,
35,High School,Job Seeker,Cloud Computing,Advanced,Kinesthetic,<5 hrs/week,Free,"Serverless Computing, Cloud Architecture Design",,,
35,High School,Job Seeker,Cloud Computing,Intermediate,Kinesthetic,<5 hrs/week,Free & Paid,"Kubernetes, Docker, DevOps, Cloud Security",,,
35,High School,Job Seeker,Cloud Computing,Advanced,Kinesthetic,<5 hrs/week,Free,"Serverless Computing, Cloud Architecture Design",,,
35,High School,Job Seeker,Cloud Computing,Advanced,Visual,5-10 hrs/week,Paid,"Serverless Computing, Cloud Architecture Design",,,
35,High School,Job Seeker,Cloud Computing,Advanced,Visual,>10 hrs/week,Free & Paid,"Serverless Computing, Cloud Architecture Design",,,
35,High School,Job Seeker,Full Stack Development,Beginner,Auditory,>10 hrs/week,Paid,"HTML, CSS, JavaScript, Git, React Basics",,,
35,High School,Job Seeker,Full Stack Development,Beginner,Visual,>10 hrs/week,Free & Paid,"HTML, CSS, JavaScript, Git, React Basics",,,
35,High School,Job Seeker,Full Stack Development,Intermediate,Kinesthetic,<5 hrs/week,Paid,"MERN Stack, REST APIs",,,
35,High School,Job Seeker,Full Stack Development,Intermediate,Auditory,<5 hrs/week,Paid,"MERN Stack, REST APIs",,,
35,High School,Job Seeker,Full Stack Development,Intermediate,Kinesthetic,<5 hrs/week,Free,"MERN Stack, REST APIs",,,
35,High School,Job Seeker,Full Stack Development,Intermediate,Kinesthetic,<5 hrs/week,Free,"MERN Stack, REST APIs",,,
35,High School,Job Seeker,Full Stack Development,Beginner,Auditory,5-10 hrs/week,Free,"HTML, CSS, JavaScript, Git, React Basics",,,
35,High School,Job Seeker,Networking,Advanced,Visual,>10 hrs/week,Paid,"SDN, Cybersecurity, Penetration Testing",,,
35,High School,Job Seeker,Networking,Beginner,Reading/Writing,>10 hrs/week,Paid,"CCNA, TCP/IP, Network Security Basics",,,
35,High School,Job Seeker,Networking,Beginner,Auditory,<5 hrs/week,Free & Paid,"CCNA, TCP/IP, Network Security Basics",,,
35,High School,Job Seeker,Networking,Beginner,Auditory,>10 hrs/week,Paid,"CCNA, TCP/IP, Network Security Basics",,,
35,High School,Student,AI/ML,Advanced,Kinesthetic,5-10 hrs/week,Free,"Reinforcement Learning, Generative AI, AI Ethics",,,
35,High School,Student,AI/ML,Advanced,Auditory,<5 hrs/week,Free,"Reinforcement Learning, Generative AI, AI Ethics",,,
35,High School,Student,AI/ML,Intermediate,Kinesthetic,>10 hrs/week,Free,"TensorFlow, PyTorch, Deep Learning, NLP",,,
35,High School,Student,AI/ML,Advanced,Visual,<5 hrs/week,Free,"Reinforcement Learning, Generative AI, AI Ethics",,,
35,High School,Student,Blockchain,Beginner,Visual,<5 hrs/week,Free & Paid,"Ethereum Basics, Solidity, Web3.js",,,
35,High School,Student,Blockchain,Intermediate,Visual,5-10 hrs/week,Free & Paid,"DApp Development, Hyperledger",,,
35,High School,Student,Blockchain,Advanced,Kinesthetic,<5 hrs/week,Free & Paid,"Consensus Mechanisms, Zero-Knowledge Proofs",,,
35,High School,Student,Blockchain,Advanced,Auditory,<5 hrs/week,Paid,"Consensus Mechanisms, Zero-Knowledge Proofs",,,
35,High School,Student,Blockchain,Beginner,Kinesthetic,>10 hrs/week,Free & Paid,"Ethereum Basics, Solidity, Web3.js",,,
35,High School,Student,Cloud Computing,Intermediate,Auditory,>10 hrs/week,Paid,"Kubernetes, Docker, DevOps, Cloud Security",,,
35,High School,Student,Cloud Computing,Advanced,Visual,<5 hrs/week,Free & Paid,"Serverless Computing, Cloud Architecture Design",,,
35,High School,Student,Cloud Computing,Beginner,Kinesthetic,5-10 hrs/week,Paid,"AWS/Azure Fundamentals, Linux Basics, Virtualization",,,
35,High School,Student,Cloud Computing,Beginner,Auditory,<5 hrs/week,Paid,"AWS/Azure Fundamentals, Linux Basics, Virtualization",,,
35,High School,Student,Full Stack Development,Intermediate,Reading/Writing,>10 hrs/week,Free,"MERN Stack, REST APIs",,,
35,High School,Student,Full Stack Development,Advanced,Auditory,<5 hrs/week,Free & Paid,"Microservices, CI/CD, System Design",,,
35,High School,Student,Full Stack Development,Intermediate,Kinesthetic,>10 hrs/week,Free & Paid,"MERN Stack, REST APIs",,,
35,High School,Student,Full Stack Development,Advanced,Auditory,<5 hrs/week,Free,"Microservices, CI/CD, System Design",,,
35,High School,Student,Full Stack Development,Intermediate,Visual,<5 hrs/week,Free,"MERN Stack, REST APIs",,,
35,High School,Student,Full Stack Development,Intermediate,Visual,5-10 hrs/week,Free,"MERN Stack, REST APIs",,,
35,High School,Student,Full Stack Development,Advanced,Kinesthetic,5-10 hrs/week,Free & Paid,"Microservices, CI/CD, System Design",,,
35,High School,Student,Networking,Advanced,Reading/Writing,>10 hrs/week,Paid,"SDN, Cybersecurity, Penetration Testing",,,
35,High School,Student,Networking,Beginner,Visual,>10 hrs/week,Free & Paid,"CCNA, TCP/IP, Network Security Basics",,,
35,High School,Student,Networking,Intermediate,Kinesthetic,5-10 hrs/week,Paid,"Advanced Routing, Firewalls, Ethical Hacking",,,
35,High School,Working Professional,AI/ML,Advanced,Kinesthetic,5-10 hrs/week,Free & Paid,"Reinforcement Learning, Generative AI, AI Ethics",,,
35,High School,Working Professional,AI/ML,Advanced,Reading/Writing,>10 hrs/week,Free & Paid,"Reinforcement Learning, Generative AI, AI Ethics",,,
35,High School,Working Professional,Cloud Computing,Intermediate,Kinesthetic,<5 hrs/week,Free & Paid,"Kubernetes, Docker, DevOps, Cloud Security",,,
35,High School,Working Professional,Cloud Computing,Intermediate,Kinesthetic,5-10 hrs/week,Paid,"Kubernetes, Docker, DevOps, Cloud Security",,,
35,High School,Working Professional,Cloud Computing,Advanced,Reading/Writing,<5 hrs/week,Paid,"Serverless Computing, Cloud Architecture Design",,,
35,High School,Working Professional,Cloud Computing,Intermediate,Kinesthetic,>10 hrs/week,Paid,"Kubernetes, Docker, DevOps, Cloud Security",,,
35,High School,Working Professional,Cloud Computing,Beginner,Reading/Writing,<5 hrs/week,Free & Paid,"AWS/Azure Fundamentals, Linux Basics, Virtualization",,,
35,High School,Working Professional,Full Stack Development,Advanced,Reading/Writing,5-10 hrs/week,Free & Paid,"Microservices, CI/CD, System Design",,,
35,High School,Working Professional,Networking,Beginner,Visual,<5 hrs/week,Paid,"CCNA, TCP/IP, Network Security Basics",,,
35,Master's,Job Seeker,AI/ML,Intermediate,Auditory,<5 hrs/week,Paid,"TensorFlow, PyTorch, Deep Learning, NLP",,,
35,Master's,Job Seeker,AI/ML,Beginner,Auditory,5-10 hrs/week,Paid,"Python, Statistics, Basic ML (Scikit-learn, Pandas)",,,
35,Master's,Job Seeker,AI/ML,Advanced,Kinesthetic,>10 hrs/week,Free & Paid,"Reinforcement Learning, Generative AI, AI Ethics",,,
35,Master's,Job Seeker,AI/ML,Beginner,Reading/Writing,5-10 hrs/week,Free,"Python, Statistics, Basic ML (Scikit-learn, Pandas)",,,
35,Master's,Job Seeker,AI/ML,Beginner,Visual,<5 hrs/week,Free,"Python, Statistics, Basic ML (Scikit-learn, Pandas)",,,
35,Master's,Job Seeker,AI/ML,Beginner,Reading/Writing,<5 hrs/week,Paid,"Python, Statistics, Basic ML (Scikit-learn, Pandas)",,,
35,Master's,Job Seeker,Cloud Computing,Beginner,Kinesthetic,<5 hrs/week,Free & Paid,"AWS/Azure Fundamentals, Linux Basics, Virtualization",,,
35,Master's,Job Seeker,Cloud Computing,Advanced,Auditory,>10 hrs/week,Free,"Serverless Computing, Cloud Architecture Design",,,
35,Master's,Job Seeker,Cloud Computing,Intermediate,Auditory,<5 hrs/week,Free,"Kubernetes, Docker, DevOps, Cloud Security",,,
35,Master's,Job Seeker,Cloud Computing,Beginner,Visual,>10 hrs/week,Free & Paid,"AWS/Azure Fundamentals, Linux Basics, Virtualization",,,
35,Master's,Job Seeker,Full Stack Development,Intermediate,Auditory,5-10 hrs/week,Paid,"MERN Stack, REST APIs",,,
35,Master's,Job Seeker,Full Stack Development,Advanced,Kinesthetic,<5 hrs/week,Free,"Microservices, CI/CD, System Design",,,
35,Master's,Job Seeker,Full Stack Development,Beginner,Kinesthetic,>10 hrs/week,Free,"HTML, CSS, JavaScript, Git, React Basics",,,
35,Master's,Job Seeker,Networking,Intermediate,Auditory,5-10 hrs/week,Free & Paid,"Advanced Routing, Firewalls, Ethical Hacking",,,
35,Master's,Job Seeker,Networking,Intermediate,Visual,>10 hrs/week,Free & Paid,"Advanced Routing, Firewalls, Ethical Hacking",,,
35,Master's,Job Seeker,Networking,Advanced,Auditory,5-10 hrs/week,Paid,"SDN, Cybersecurity, Penetration Testing",,,
35,Master's,Student,AI/ML,Intermediate,Visual,>10 hrs/week,Free,"TensorFlow, PyTorch, Deep Learning, NLP",,,
35,Master's,Student,AI/ML,Beginner,Auditory,<5 hrs/week,Paid,"Python, Statistics, Basic ML (Scikit-learn, Pandas)",,,
35,Master's,Student,AI/ML,Intermediate,Auditory,<5 hrs/week,Free & Paid,"TensorFlow, PyTorch, Deep Learning, NLP",,,
35,Master's,Student,AI/ML,Beginner,Auditory,<5 hrs/week,Paid,"Python, Statistics, Basic ML (Scikit-learn, Pandas)",,,
35,Master's,Student,AI/ML,Advanced,Visual,<5 hrs/week,Paid,"Reinforcement Learning, Generative AI, AI Ethics",,,
35,Master's,Student,AI/ML,Beginner,Reading/Writing,<5 hrs/week,Paid,"Python, Statistics, Basic ML (Scikit-learn, Pandas)",,,
35,Master's,Student,Blockchain,Advanced,Kinesthetic,<5 hrs/week,Free,"Consensus Mechanisms, Zero-Knowledge Proofs",,,
35,Master's,Student,Blockchain,Advanced,Reading/Writing,<5 hrs/week,Paid,"Consensus Mechanisms, Zero-Knowledge Proofs",,,
35,Master's,Student,Blockchain,Beginner,Kinesthetic,>10 hrs/week,Paid,"Ethereum Basics, Solidity, Web3.js",,,
35,Master's,Student,Cloud Computing,Intermediate,Visual,<5 hrs/week,Free & Paid,"Kubernetes, Docker, DevOps, Cloud Security",,,
35,Master's,Student,Cloud Computing,Beginner,Auditory,5-10 hrs/week,Free & Paid,"AWS/Azure Fundamentals, Linux Basics, Virtualization",,,
35,Master's,Student,Cloud Computing,Beginner,Auditory,>10 hrs/week,Paid,"AWS/Azure Fundamentals, Linux Basics, Virtualization",,,
35,Master's,Student,Full Stack Development,Beginner,Visual,5-10 hrs/week,Free & Paid,"HTML, CSS, JavaScript, Git, React Basics",,,
35,Master's,Student,Full Stack Development,Intermediate,Auditory,>10 hrs/week,Free & Paid,"MERN Stack, REST APIs",,,
35,Master's,Student,Full Stack Development,Intermediate,Reading/Writing,<5 hrs/week,Paid,"MERN Stack, REST APIs",,,
35,Master's,Student,Full Stack Development,Advanced,Reading/Writing,5-10 hrs/week,Paid,"Microservices, CI/CD, System Design",,,
35,Master's,Student,Full Stack Development,Beginner,Reading/Writing,>10 hrs/week,Free,"HTML, CSS, JavaScript, Git, React Basics",,,
35,Master's,Student,Networking,Intermediate,Kinesthetic,>10 hrs/week,Paid,"Advanced Routing, Firewalls, Ethical Hacking",,,
35,Master's,Student,Networking,Intermediate,Kinesthetic,<5 hrs/week,Paid,"Advanced Routing, Firewalls, Ethical Hacking",,,
35,Master's,Student,Networking,Intermediate,Auditory,>10 hrs/week,Free & Paid,"Advanced Routing, Firewalls, Ethical Hacking",,,
35,Master's,Student,Networking,Intermediate,Reading/Writing,5-10 hrs/week,Free,"Advanced Routing, Firewalls, Ethical Hacking",,,
35,Master's,Working Professional,AI/ML,Intermediate,Visual,<5 hrs/week,Paid,"TensorFlow, PyTorch, Deep Learning, NLP",,,
35,Master's,Working Professional,AI/ML,Advanced,Visual,<5 hrs/week,Free & Paid,"Reinforcement Learning, Generative AI, AI Ethics",,,
35,Master's,Working Professional,Blockchain,Intermediate,Auditory,<5 hrs/week,Free,"DApp Development, Hyperledger",,,
35,Master's,Working Professional,Blockchain,Intermediate,Reading/Writing,<5 hrs/week,Paid,"DApp Development, Hyperledger",,,
35,Master's,Working Professional,Blockchain,Advanced,Auditory,5-10 hrs/week,Free,"Consensus Mechanisms, Zero-Knowledge Proofs",,,
35,Master's,Working Professional,Cloud Computing,Intermediate,Visual,>10 hrs/week,Free,"Kubernetes, Docker, DevOps, Cloud Security",,,
35,Master's,Working Professional,Cloud Computing,Beginner,Reading/Writing,5-10 hrs/week,Free & Paid,"AWS/Azure Fundamentals, Linux Basics, Virtualization",,,
35,Master's,Working Professional,Cloud Computing,Beginner,Kinesthetic,5-10 hrs/week,Paid,"AWS/Azure Fundamentals, Linux Basics, Virtualization",,,
35,Master's,Working Professional,Cloud Computing,Advanced,Auditory,>10 hrs/week,Free,"Serverless Computing, Cloud Architecture Design",,,
35,Master's,Working Professional,Cloud Computing,Beginner,Kinesthetic,5-10 hrs/week,Free,"AWS/Azure Fundamentals, Linux Basics, Virtualization",,,
35,Master's,Working Professional,Full Stack Development,Intermediate,Auditory,>10 hrs/week,Free,"MERN Stack, REST APIs",,,
35,Master's,Working Professional,Full Stack Development,Beginner,Visual,5-10 hrs/week,Free,"HTML, CSS, JavaScript, Git, React Basics",,,
35,PhD,Job Seeker,AI/ML,Beginner,Kinesthetic,>10 hrs/week,Free,"Python, Statistics, Basic ML (Scikit-learn, Pandas)",,,
35,PhD,Job Seeker,AI/ML,Advanced,Auditory,5-10 hrs/week,Free,"Reinforcement Learning, Generative AI, AI Ethics",,,
35,PhD,Job Seeker,AI/ML,Advanced,Kinesthetic,>10 hrs/week,Paid,"Reinforcement Learning, Generative AI, AI Ethics",,,
35,PhD,Job Seeker,AI/ML,Beginner,Visual,5-10 hrs/week,Paid,"Python, Statistics, Basic ML (Scikit-learn, Pandas)",,,
35,PhD,Job Seeker,AI/ML,Intermediate,Visual,>10 hrs/week,Free & Paid,"TensorFlow, PyTorch, Deep Learning, NLP",,,
35,PhD,Job Seeker,Blockchain,Intermediate,Visual,<5 hrs/week,Free & Paid,"DApp Development, Hyperledger",,,
35,PhD,Job Seeker,Blockchain,Intermediate,Reading/Writing,5-10 hrs/week,Free,"DApp Development, Hyperledger",,,
35,PhD,Job Seeker,Blockchain,Advanced,Auditory,5-10 hrs/week,Free & Paid,"Consensus Mechanisms, Zero-Knowledge Proofs",,,
35,PhD,Job Seeker,Cloud Computing,Beginner,Visual,>10 hrs/week,Paid,"AWS/Azure Fundamentals, Linux Basics, Virtualization",,,
35,PhD,Job Seeker,Cloud Computing,Advanced,Auditory,<5 hrs/week,Free & Paid,"Serverless Computing, Cloud Architecture Design",,,
35,PhD,Job Seeker,Cloud Computing,Intermediate,Visual,<5 hrs/week,Free & Paid,"Kubernetes, Docker, DevOps, Cloud Security",,,
35,PhD,Job Seeker,Cloud Computing,Advanced,Kinesthetic,>10 hrs/week,Paid,"Serverless Computing, Cloud Architecture Design",,,
35,PhD,Job Seeker,Cloud Computing,Intermediate,Reading/Writing,5-10 hrs/week,Free & Paid,"Kubernetes, Docker, DevOps, Cloud Security",,,
35,PhD,Job Seeker,Full Stack Development,Intermediate,Kinesthetic,>10 hrs/week,Paid,"MERN Stack, REST APIs",,,
35,PhD,Job Seeker,Full Stack Development,Intermediate,Reading/Writing,>10 hrs/week,Paid,"MERN Stack, REST APIs",,,
35,PhD,Job Seeker,Full Stack Development,Advanced,Auditory,<5 hrs/week,Paid,"Microservices, CI/CD, System Design",,,
35,PhD,Job Seeker,Networking,Advanced,Kinesthetic,5-10 hrs/week,Free & Paid,"SDN, Cybersecurity, Penetration Testing",,,
35,PhD,Job Seeker,Networking,Beginner,Reading/Writing,5-10 hrs/week,Paid,"CCNA, TCP/IP, Network Security Basics",,,
35,PhD,Student,AI/ML,Advanced,Kinesthetic,<5 hrs/week,Paid,"Reinforcement Learning, Generative AI, AI Ethics",,,
35,PhD,Student,AI/ML,Beginner,Reading/Writing,<5 hrs/week,Free & Paid,"Python, Statistics, Basic ML (Scikit-learn, Pandas)",,,
35,PhD,Student,AI/ML,Advanced,Visual,5-10 hrs/week,Free,"Reinforcement Learning, Generative AI, AI Ethics",,,
35,PhD,Student,AI/ML,Intermediate,Reading/Writing,5-10 hrs/week,Free,"TensorFlow, PyTorch, Deep Learning, NLP",,,
35,PhD,Student,Blockchain,Intermediate,Auditory,>10 hrs/week,Free & Paid,"DApp Development, Hyperledger",,,
35,PhD,Student,Blockchain,Advanced,Kinesthetic,>10 hrs/week,Free,"Consensus Mechanisms, Zero-Knowledge Proofs",,,
35,PhD,Student,Blockchain,Advanced,Auditory,>10 hrs/week,Free & Paid,"Consensus Mechanisms, Zero-Knowledge Proofs",,,
35,PhD,Student,Blockchain,Intermediate,Visual,<5 hrs/week,Free & Paid,"DApp Development, Hyperledger",,,
35,PhD,Student,Blockchain,Beginner,Reading/Writing,<5 hrs/week,Free,"Ethereum Basics, Solidity, Web3.js",,,
35,PhD,Student,Cloud Computing,Intermediate,Reading/Writing,>10 hrs/week,Free,"Kubernetes, Docker, DevOps, Cloud Security",,,
35,PhD,Student,Cloud Computing,Beginner,Kinesthetic,>10 hrs/week,Free,"AWS/Azure Fundamentals, Linux Basics, Virtualization",,,
35,PhD,Student,Cloud Computing,Intermediate,Reading/Writing,5-10 hrs/week,Free & Paid,"Kubernetes, Docker, DevOps, Cloud Security",,,
35,PhD,Student,Cloud Computing,Advanced,Visual,5-10 hrs/week,Free & Paid,"Serverless Computing, Cloud Architecture Design",,,
35,PhD,Student,Cloud Computing,Advanced,Auditory,5-10 hrs/week,Free & Paid,"Serverless Computing, Cloud Architecture Design",,,
35,PhD,Student,Full Stack Development,Intermediate,Visual,>10 hrs/week,Free & Paid,"MERN Stack, REST APIs",,,
35,PhD,Student,Full Stack Development,Intermediate,Visual,<5 hrs/week,Free & Paid,"MERN Stack, REST APIs",,,
35,PhD,Student,Full Stack Development,Beginner,Visual,<5 hrs/week,Free,"HTML, CSS, JavaScript, Git, React Basics",,,
35,PhD,Student,Full Stack Development,Intermediate,Kinesthetic,5-10 hrs/week,Paid,"MERN Stack, REST APIs",,,
35,PhD,Student,Networking,Advanced,Visual,>10 hrs/week,Free,"SDN, Cybersecurity, Penetration Testing",,,
35,PhD,Student,Networking,Beginner,Auditory,>10 hrs/week,Free & Paid,"CCNA, TCP/IP, Network Security Basics",,,
35,PhD,Student,Networking,Beginner,Reading/Writing,<5 hrs/week,Free & Paid,"CCNA, TCP/IP, Network Security Basics",,,
35,PhD,Student,Networking,Intermediate,Reading/Writing,>10 hrs/week,Paid,"Advanced Routing, Firewalls, Ethical Hacking",,,
35,PhD,Student,Networking,Intermediate,Kinesthetic,5-10 hrs/week,Free,"Advanced Routing, Firewalls, Ethical Hacking",,,
35,PhD,Student,Networking,Advanced,Reading/Writing,<5 hrs/week,Paid,"SDN, Cybersecurity, Penetration Testing",,,
35,PhD,Working Professional,AI/ML,Advanced,Kinesthetic,<5 hrs/week,Paid,"Reinforcement Learning, Generative AI, AI Ethics",,,
35,PhD,Working Professional,AI/ML,Advanced,Reading/Writing,<5 hrs/week,Paid,"Reinforcement Learning, Generative AI, AI Ethics",,,
35,PhD,Working Professional,AI/ML,Intermediate,Visual,<5 hrs/week,Free & Paid,"TensorFlow, PyTorch, Deep Learning, NLP",,,
35,PhD,Working Professional,AI/ML,Intermediate,Kinesthetic,5-10 hrs/week,Paid,"TensorFlow, PyTorch, Deep Learning, NLP",,,
35,PhD,Working Professional,AI/ML,Intermediate,Reading/Writing,<5 hrs/week,Free,"TensorFlow, PyTorch, Deep Learning, NLP",,,
35,PhD,Working Professional,Blockchain,Beginner,Kinesthetic,>10 hrs/week,Free & Paid,"Ethereum Basics, Solidity, Web3.js",,,
35,PhD,Working Professional,Cloud Computing,Intermediate,Auditory,>10 hrs/week,Free & Paid,"Kubernetes, Docker, DevOps, Cloud Security",,,
35,PhD,Working Professional,Cloud Computing,Advanced,Visual,5-10 hrs/week,Free & Paid,"Serverless Computing, Cloud Architecture Design",,,
35,PhD,Working Professional,Cloud Computing,Advanced,Kinesthetic,<5 hrs/week,Free & Paid,"Serverless Computing, Cloud Architecture Design",,,
35,PhD,Working Professional,Cloud Computing,Beginner,Reading/Writing,<5 hrs/week,Paid,"AWS/Azure Fundamentals, Linux Basics, Virtualization",,,
35,PhD,Working Professional,Full Stack Development,Beginner,Auditory,<5 hrs/week,Free,"HTML, CSS, JavaScript, Git, React Basics",,,
35,PhD,Working Professional,Full Stack Development,Advanced,Visual,<5 hrs/week,Paid,"Microservices, CI/CD, System Design",,,
35,PhD,Working Professional,Full Stack Development,Beginner,Kinesthetic,5-10 hrs/week,Free & Paid,"HTML, CSS, JavaScript, Git, React Basics",,,
35,PhD,Working Professional,Full Stack Development,Intermediate,Reading/Writing,<5 hrs/week,Free & Paid,"MERN Stack, REST APIs",,,
35,PhD,Working Professional,Networking,Beginner,Reading/Writing,>10 hrs/week,Free,"CCNA, TCP/IP, Network Security Basics",,,
35,PhD,Working Professional,Networking,Advanced,Kinesthetic,<5 hrs/week,Paid,"SDN, Cybersecurity, Penetration Testing",,,
35,PhD,Working Professional,Networking,Intermediate,Kinesthetic,5-10 hrs/week,Paid,"Advanced Routing, Firewalls, Ethical Hacking",,,
35,PhD,Working Professional,Networking,Advanced,Visual,5-10 hrs/week,Free & Paid,"SDN, Cybersecurity, Penetration Testing",,,
35,PhD,Working Professional,Networking,Intermediate,Reading/Writing,<5 hrs/week,Free,"Advanced Routing, Firewalls, Ethical Hacking",,,
35,PhD,Working Professional,Networking,Beginner,Auditory,<5 hrs/week,Free,"CCNA, TCP/IP, Network Security Basics",,,
36,Bachelor's,Job Seeker,AI/ML,Advanced,Reading/Writing,>10 hrs/week,Paid,"Reinforcement Learning, Generative AI, AI Ethics",,,
36,Bachelor's,Job Seeker,AI/ML,Advanced,Visual,5-10 hrs/week,Free & Paid,"Reinforcement Learning, Generative AI, AI Ethics",,,
36,Bachelor's,Job Seeker,AI/ML,Advanced,Kinesthetic,<5 hrs/week,Paid,"Reinforcement Learning, Generative AI, AI Ethics",,,
36,Bachelor's,Job Seeker,Blockchain,Intermediate,Kinesthetic,<5 hrs/week,Paid,"DApp Development, Hyperledger",,,
36,Bachelor's,Job Seeker,Blockchain,Intermediate,Reading/Writing,>10 hrs/week,Paid,"DApp Development, Hyperledger",,,
36,Bachelor's,Job Seeker,Blockchain,Advanced,Auditory,5-10 hrs/week,Free & Paid,"Consensus Mechanisms, Zero-Knowledge Proofs",,,
36,Bachelor's,Job Seeker,Cloud Computing,Intermediate,Reading/Writing,<5 hrs/week,Free,"Kubernetes, Docker, DevOps, Cloud Security",,,
36,Bachelor's,Job Seeker,Cloud Computing,Advanced,Auditory,<5 hrs/week,Free & Paid,"Serverless Computing, Cloud Architecture Design",,,
36,Bachelor's,Job Seeker,Cloud Computing,Intermediate,Visual,<5 hrs/week,Paid,"Kubernetes, Docker, DevOps, Cloud Security",,,
36,Bachelor's,Job Seeker,Cloud Computing,Beginner,Kinesthetic,>10 hrs/week,Free & Paid,"AWS/Azure Fundamentals, Linux Basics, Virtualization",,,
36,Bachelor's,Job Seeker,Cloud Computing,Intermediate,Auditory,>10 hrs/week,Free,"Kubernetes, Docker, DevOps, Cloud Security",,,
36,Bachelor's,Job Seeker,Cloud Computing,Intermediate,Kinesthetic,5-10 hrs/week,Free,"Kubernetes, Docker, DevOps, Cloud Security",,,
36,Bachelor's,Job Seeker,Cloud Computing,Intermediate,Kinesthetic,5-10 hrs/week,Free,"Kubernetes, Docker, DevOps, Cloud Security",,,
36,Bachelor's,Job Seeker,Cloud Computing,Advanced,Auditory,>10 hrs/week,Free,"Serverless Computing, Cloud Architecture Design",,,
36,Bachelor's,Job Seeker,Cloud Computing,Beginner,Kinesthetic,<5 hrs/week,Free & Paid,"AWS/Azure Fundamentals, Linux Basics, Virtualization",,,
36,Bachelor's,Job Seeker,Full Stack Development,Beginner,Visual,>10 hrs/week,Free & Paid,"HTML, CSS, JavaScript, Git, React Basics",,,
36,Bachelor's,Job Seeker,Full Stack Development,Beginner,Reading/Writing,5-10 hrs/week,Free & Paid,"HTML, CSS, JavaScript, Git, React Basics",,,
36,Bachelor's,Job Seeker,Full Stack Development,Intermediate,Reading/Writing,5-10 hrs/week,Free,"MERN Stack, REST APIs",,,
36,Bachelor's,Job Seeker,Full Stack Development,Beginner,Reading/Writing,<5 hrs/week,Free,"HTML, CSS, JavaScript, Git, React Basics",,,
36,Bachelor's,Job Seeker,Full Stack Development,Intermediate,Kinesthetic,<5 hrs/week,Paid,"MERN Stack, REST APIs",,,
36,Bachelor's,Job Seeker,Networking,Beginner,Reading/Writing,>10 hrs/week,Paid,"CCNA, TCP/IP, Network Security Basics",,,
36,Bachelor's,Job Seeker,Networking,Beginner,Auditory,<5 hrs/week,Free & Paid,"CCNA, TCP/IP, Network Security Basics",,,
36,Bachelor's,Job Seeker,Networking,Intermediate,Visual,5-10 hrs/week,Paid,"Advanced Routing, Firewalls, Ethical Hacking",,,
36,Bachelor's,Student,AI/ML,Intermediate,Auditory,>10 hrs/week,Paid,"TensorFlow, PyTorch, Deep Learning, NLP",,,
36,Bachelor's,Student,AI/ML,Beginner,Reading/Writing,>10 hrs/week,Free & Paid,"Python, Statistics, Basic ML (Scikit-learn, Pandas)",,,
36,Bachelor's,Student,AI/ML,Intermediate,Kinesthetic,5-10 hrs/week,Paid,"TensorFlow, PyTorch, Deep Learning, NLP",,,
36,Bachelor's,Student,Blockchain,Intermediate,Auditory,>10 hrs/week,Free & Paid,"DApp Development, Hyperledger",,,
36,Bachelor's,Student,Cloud Computing,Advanced,Kinesthetic,<5 hrs/week,Free,"Serverless Computing, Cloud Architecture Design",,,
36,Bachelor's,Student,Cloud Computing,Advanced,Visual,>10 hrs/week,Free & Paid,"Serverless Computing, Cloud Architecture Design",,,
36,Bachelor's,Student,Cloud Computing,Intermediate,Reading/Writing,5-10 hrs/week,Paid,"Kubernetes, Docker, DevOps, Cloud Security",,,
36,Bachelor's,Student,Cloud Computing,Intermediate,Visual,>10 hrs/week,Free & Paid,"Kubernetes, Docker, DevOps, Cloud Security",,,
36,Bachelor's,Student,Cloud Computing,Advanced,Auditory,>10 hrs/week,Paid,"Serverless Computing, Cloud Architecture Design",,,
36,Bachelor's,Student,Cloud Computing,Beginner,Kinesthetic,>10 hrs/week,Paid,"AWS/Azure Fundamentals, Linux Basics, Virtualization",,,
36,Bachelor's,Student,Cloud Computing,Beginner,Reading/Writing,<5 hrs/week,Free,"AWS/Azure Fundamentals, Linux Basics, Virtualization",,,
36,Bachelor's,Student,Full Stack Development,Advanced,Auditory,<5 hrs/week,Free & Paid,"Microservices, CI/CD, System Design",,,
36,Bachelor's,Student,Full Stack Development,Beginner,Visual,5-10 hrs/week,Free & Paid,"HTML, CSS, JavaScript, Git, React Basics",,,
36,Bachelor's,Student,Full Stack Development,Intermediate,Visual,>10 hrs/week,Free & Paid,"MERN Stack, REST APIs",,,
36,Bachelor's,Student,Full Stack Development,Intermediate,Visual,5-10 hrs/week,Free,"MERN Stack, REST APIs",,,
36,Bachelor's,Student,Full Stack Development,Advanced,Auditory,<5 hrs/week,Paid,"Microservices, CI/CD, System Design",,,
36,Bachelor's,Student,Networking,Advanced,Auditory,>10 hrs/week,Free & Paid,"SDN, Cybersecurity, Penetration Testing",,,
36,Bachelor's,Student,Networking,Beginner,Visual,<5 hrs/week,Free,"CCNA, TCP/IP, Network Security Basics",,,
